departure_time,departure_point
15/11/2017 10:10,NCE
15/11/2017 10:15,ORY
15/11/2017 10:15,TUN
15/11/2017 10:30,CMN
15/11/2017 10:30,FRA
15/11/2017 10:40,LYS
15/11/2017 10:45,FCO
15/11/2017 11:05,LGW
15/11/2017 11:15,MIR
15/11/2017 11:15,MXP
15/11/2017 11:15,TUN
15/11/2017 11:30,ORY
15/11/2017 11:45,MLA
15/11/2017 11:51,TUN
15/11/2017 12:25,TUN
15/11/2017 12:45,TUN
15/11/2017 12:55,DJE
15/11/2017 13:00,TUN
15/11/2017 13:25,SFA
15/11/2017 13:30,TUN
15/11/2017 13:35,TUN
15/11/2017 14:00,DJE
15/11/2017 14:35,ORY
15/11/2017 14:45,ORY
15/11/2017 14:45,TUN
15/11/2017 15:10,TUN
15/11/2017 15:15,ALG
15/11/2017 16:00,MRS
15/11/2017 16:00,TUN
15/11/2017 16:05,MUC
15/11/2017 16:10,TUN
15/11/2017 16:15,TOE
15/11/2017 16:20,DUS
15/11/2017 16:20,TUN
15/11/2017 17:00,DOH
15/11/2017 17:10,HAM
15/11/2017 17:15,TUN
15/11/2017 17:30,GAE
15/11/2017 18:05,SXF
15/11/2017 18:25,MIR
15/11/2017 18:30,TUN
15/11/2017 19:00,DJE
15/11/2017 19:35,IST
15/11/2017 21:00,TUN
15/11/2017 22:00,TUN
15/11/2017 22:00,TUN
15/11/2017 22:20,DKR
15/11/2017 22:40,ABJ
16/11/2017 00:50,BKO
16/11/2017 01:30,NIM
16/11/2017 06:00,DJE
16/11/2017 06:00,MIR
16/11/2017 06:15,TUN
16/11/2017 06:20,DJE
16/11/2017 06:20,TUN
16/11/2017 06:30,DJE
16/11/2017 07:00,TUN
16/11/2017 07:00,TUN
16/11/2017 07:05,TUN
16/11/2017 07:05,TUN
16/11/2017 07:05,TUN
16/11/2017 07:25,TUN
16/11/2017 07:30,TUN
16/11/2017 07:30,TUN
16/11/2017 08:00,DJE
16/11/2017 08:00,ORY
16/11/2017 08:00,TUN
16/11/2017 08:00,TUN
16/11/2017 08:20,TUN
16/11/2017 08:25,TUN
16/11/2017 08:30,TUN
16/11/2017 08:35,TUN
16/11/2017 08:50,MRS
16/11/2017 08:55,LYS
16/11/2017 09:15,TUN
16/11/2017 09:45,TUN
16/11/2017 09:50,MRS
16/11/2017 09:55,IST
16/11/2017 10:10,BRU
16/11/2017 10:10,TLS
16/11/2017 10:15,ORY
16/11/2017 10:30,CMN
16/11/2017 10:30,FRA
16/11/2017 10:40,LGW
16/11/2017 10:40,LYS
16/11/2017 10:45,ALG
16/11/2017 10:45,FCO
16/11/2017 10:50,ORY
16/11/2017 11:00,BLQ
16/11/2017 11:00,CAI
16/11/2017 11:15,TUN
16/11/2017 11:25,BRU
16/11/2017 11:30,PMO
16/11/2017 11:50,DJE
16/11/2017 11:50,MIR
16/11/2017 12:25,TUN
16/11/2017 12:35,TUN
16/11/2017 12:40,TUN
16/11/2017 13:35,TUN
16/11/2017 13:40,TUN
16/11/2017 13:45,TUN
16/11/2017 13:55,TUN
16/11/2017 14:00,DJE
16/11/2017 14:05,DJE
16/11/2017 14:25,NCE
16/11/2017 14:35,ORY
16/11/2017 14:35,TUN
16/11/2017 15:00,LYS
16/11/2017 15:05,TUN
16/11/2017 15:10,TUN
16/11/2017 15:15,ALG
16/11/2017 15:15,ORN
16/11/2017 15:25,GVA
16/11/2017 15:30,DJE
16/11/2017 16:00,MRS
16/11/2017 16:00,TUN
16/11/2017 16:45,VIE
16/11/2017 17:20,CZL
16/11/2017 17:30,TUN
16/11/2017 17:45,NTE
16/11/2017 17:45,ORY
16/11/2017 17:50,NTE
16/11/2017 18:30,ORY
16/11/2017 18:30,TUN
16/11/2017 18:30,TUN
16/11/2017 19:00,TUN
16/11/2017 19:10,TOE
16/11/2017 19:10,TUN
16/11/2017 19:35,IST
16/11/2017 20:10,CKY
16/11/2017 20:15,OUA
16/11/2017 21:00,DJE
16/11/2017 22:00,TUN
16/11/2017 22:20,DKR
16/11/2017 22:40,ABJ
16/11/2017 23:00,TUN
16/11/2017 23:50,TUN
17/11/2017 00:15,NKC
17/11/2017 00:55,MED
17/11/2017 06:00,TUN
17/11/2017 06:15,TUN
17/11/2017 06:20,SFA
17/11/2017 06:25,DJE
17/11/2017 06:30,MIR
17/11/2017 07:00,TUN
17/11/2017 07:05,TUN
17/11/2017 07:10,TUN
17/11/2017 07:25,TUN
17/11/2017 07:30,TUN
17/11/2017 07:30,TUN
17/11/2017 07:30,TUN
17/11/2017 07:50,TOE
17/11/2017 07:50,TUN
17/11/2017 07:55,TUN
17/11/2017 07:55,TUN
17/11/2017 08:00,DJE
17/11/2017 08:00,DJE
17/11/2017 08:00,ORY
17/11/2017 08:00,TUN
17/11/2017 08:00,TUN
17/11/2017 08:20,TUN
17/11/2017 08:20,TUN
17/11/2017 08:35,TUN
17/11/2017 09:20,TUN
17/11/2017 09:50,MRS
17/11/2017 10:00,ORY
17/11/2017 10:00,SXB
17/11/2017 10:00,TUN
17/11/2017 10:10,MAD
17/11/2017 10:10,NCE
17/11/2017 10:10,TLS
17/11/2017 10:30,CMN
17/11/2017 10:30,FRA
17/11/2017 10:30,VCE
17/11/2017 10:45,FCO
17/11/2017 10:50,ORY
17/11/2017 11:00,MUC
17/11/2017 11:15,MXP
17/11/2017 11:15,TUN
17/11/2017 11:20,CDG
17/11/2017 11:25,BRU
17/11/2017 11:35,BEY
17/11/2017 11:55,DUS
17/11/2017 12:15,NAP
17/11/2017 12:25,TUN
17/11/2017 12:40,TUN
17/11/2017 12:45,TUN
17/11/2017 13:00,TUN
17/11/2017 13:00,TUN
17/11/2017 13:35,DJE
17/11/2017 13:35,TUN
17/11/2017 13:45,TUN
17/11/2017 13:50,DJE
17/11/2017 14:10,TUN
17/11/2017 14:35,ORY
17/11/2017 14:45,TUN
17/11/2017 15:15,ALG
17/11/2017 15:25,GVA
17/11/2017 15:25,TUN
17/11/2017 15:25,TUN
17/11/2017 15:40,LYS
17/11/2017 16:00,MRS
17/11/2017 16:10,TUN
17/11/2017 16:20,BCN
17/11/2017 16:30,DJE
17/11/2017 16:30,TUN
17/11/2017 16:40,AMS
17/11/2017 16:50,LHR
17/11/2017 17:10,ZRH
17/11/2017 17:20,ORY
17/11/2017 17:45,CMN
17/11/2017 17:55,SFA
17/11/2017 18:10,TOE
17/11/2017 18:15,TUN
17/11/2017 18:25,BOD
17/11/2017 18:30,TUN
17/11/2017 18:35,SXB
17/11/2017 20:00,DJE
17/11/2017 22:00,TUN
17/11/2017 22:00,TUN
17/11/2017 22:00,TUN
17/11/2017 22:00,TUN
17/11/2017 22:20,DKR
18/11/2017 00:50,BKO
18/11/2017 02:00,TUN
18/11/2017 04:15,TUN
18/11/2017 04:20,DJE
18/11/2017 05:40,MIR
18/11/2017 05:50,MIR
18/11/2017 06:05,MIR
18/11/2017 06:15,TUN
18/11/2017 06:20,TUN
18/11/2017 07:00,TUN
18/11/2017 07:05,TUN
18/11/2017 07:25,TUN
18/11/2017 07:25,TUN
18/11/2017 07:30,TUN
18/11/2017 07:35,GVA
18/11/2017 07:50,TUN
18/11/2017 08:00,DJE
18/11/2017 08:00,ORY
18/11/2017 08:00,TUN
18/11/2017 08:00,TUN
18/11/2017 08:20,TUN
18/11/2017 08:30,TUN
18/11/2017 08:35,LYS
18/11/2017 08:35,TUN
18/11/2017 09:15,MUC
18/11/2017 09:30,DUS
18/11/2017 09:45,TUN
18/11/2017 09:50,MRS
18/11/2017 09:55,IST
18/11/2017 10:10,NCE
18/11/2017 10:20,GVA
18/11/2017 10:30,CMN
18/11/2017 10:30,FRA
18/11/2017 10:40,LYS
18/11/2017 10:45,FCO
18/11/2017 10:50,ORY
18/11/2017 11:00,BLQ
18/11/2017 11:15,MXP
18/11/2017 11:15,TUN
18/11/2017 11:25,BRU
18/11/2017 11:30,MIR
18/11/2017 11:30,PMO
18/11/2017 12:25,TUN
18/11/2017 12:35,TUN
18/11/2017 12:45,TUN
18/11/2017 13:00,TUN
18/11/2017 13:35,DJE
18/11/2017 13:35,MIR
18/11/2017 13:35,TUN
18/11/2017 13:40,TUN
18/11/2017 14:00,TUN
18/11/2017 14:05,NCE
18/11/2017 14:10,MIR
18/11/2017 14:30,TUN
18/11/2017 14:35,ORY
18/11/2017 14:45,ALG
18/11/2017 14:50,TUN
18/11/2017 15:10,TUN
18/11/2017 15:15,ORN
18/11/2017 16:00,MRS
18/11/2017 16:00,TUN
18/11/2017 16:20,ORY
18/11/2017 16:25,TLS
18/11/2017 16:40,MIR
18/11/2017 16:50,LHR
18/11/2017 17:20,ORY
18/11/2017 17:30,HAM
18/11/2017 17:30,ZRH
18/11/2017 17:55,CAI
18/11/2017 17:55,FRA
18/11/2017 18:30,ORY
18/11/2017 18:30,TUN
18/11/2017 19:20,MRS
18/11/2017 19:35,IST
18/11/2017 19:35,NIM
18/11/2017 20:15,YUL
18/11/2017 21:05,MIR
18/11/2017 21:25,MIR
18/11/2017 21:45,MIR
18/11/2017 22:00,TUN
18/11/2017 22:00,TUN
18/11/2017 22:00,TUN
18/11/2017 22:40,ABJ
19/11/2017 05:50,MIR
19/11/2017 06:00,DJE
19/11/2017 06:00,DJE
19/11/2017 06:05,DJE
19/11/2017 06:15,TUN
19/11/2017 07:00,TUN
19/11/2017 07:05,TUN
19/11/2017 07:15,TUN
19/11/2017 07:25,TUN
19/11/2017 07:30,TUN
19/11/2017 07:30,TUN
19/11/2017 07:35,TUN
19/11/2017 07:50,TUN
19/11/2017 08:00,DJE
19/11/2017 08:00,ORY
19/11/2017 08:00,TUN
19/11/2017 08:00,TUN
19/11/2017 08:00,TUN
19/11/2017 08:15,DJE
19/11/2017 08:20,TUN
19/11/2017 08:35,TUN
19/11/2017 08:50,MRS
19/11/2017 09:35,SXF
19/11/2017 09:45,TUN
19/11/2017 09:50,MRS
19/11/2017 09:50,ORY
19/11/2017 10:10,NCE
19/11/2017 10:30,CMN
19/11/2017 10:30,FRA
19/11/2017 10:30,NTE
19/11/2017 10:30,VCE
19/11/2017 10:35,TUN
19/11/2017 10:40,LYS
19/11/2017 10:40,VIE
19/11/2017 10:45,FCO
19/11/2017 10:50,ORY
19/11/2017 11:00,NCE
19/11/2017 11:15,MXP
19/11/2017 11:25,BRU
19/11/2017 11:35,BEY
19/11/2017 11:45,MLA
19/11/2017 12:25,TUN
19/11/2017 12:40,TUN
19/11/2017 12:45,TUN
19/11/2017 13:00,TUN
19/11/2017 13:30,TUN
19/11/2017 13:35,DJE
19/11/2017 13:35,TUN
19/11/2017 13:40,MIR
19/11/2017 13:40,TUN
19/11/2017 13:45,DJE
19/11/2017 13:45,TUN
19/11/2017 14:10,TUN
19/11/2017 14:15,TUN
19/11/2017 14:35,ORY
19/11/2017 15:05,TUN
19/11/2017 15:10,TUN
19/11/2017 15:15,ALG
19/11/2017 15:20,TOE
19/11/2017 15:25,GVA
19/11/2017 15:25,TUN
19/11/2017 16:00,MRS
19/11/2017 16:00,TUN
19/11/2017 16:10,TUN
19/11/2017 16:20,BCN
19/11/2017 16:20,ORY
19/11/2017 16:20,TUN
19/11/2017 16:25,TLS
19/11/2017 16:50,LHR
19/11/2017 17:10,ORY
19/11/2017 17:20,ORY
19/11/2017 17:25,MAD
19/11/2017 17:35,BRU
19/11/2017 17:35,MRS
19/11/2017 17:45,CMN
19/11/2017 18:10,TUN
19/11/2017 18:30,ORY
19/11/2017 18:30,TUN
19/11/2017 18:30,TUN
19/11/2017 18:35,SXB
19/11/2017 20:10,IST
19/11/2017 20:50,DJE
19/11/2017 21:00,DJE
19/11/2017 22:00,TUN
19/11/2017 22:00,TUN
19/11/2017 22:20,DKR
19/11/2017 22:40,ABJ
20/11/2017 00:15,NKC
20/11/2017 00:50,BKO
20/11/2017 00:55,OUA
20/11/2017 05:05,DJE
20/11/2017 05:40,MIR
20/11/2017 06:15,TUN
20/11/2017 06:20,SFA
20/11/2017 06:20,TUN
20/11/2017 06:30,DJE
20/11/2017 07:00,DJE
20/11/2017 07:00,TUN
20/11/2017 07:00,TUN
20/11/2017 07:00,TUN
20/11/2017 07:05,TUN
20/11/2017 07:05,TUN
20/11/2017 07:25,TUN
20/11/2017 07:30,TUN
20/11/2017 07:50,TUN
20/11/2017 08:00,DJE
20/11/2017 08:00,ORY
20/11/2017 08:00,TUN
20/11/2017 08:00,TUN
20/11/2017 08:20,TUN
20/11/2017 08:25,TUN
20/11/2017 08:30,TUN
20/11/2017 08:35,LYS
20/11/2017 08:35,TUN
20/11/2017 09:45,CDG
20/11/2017 09:50,MRS
20/11/2017 09:55,IST
20/11/2017 10:00,TUN
20/11/2017 10:10,NCE
20/11/2017 10:15,ORY
20/11/2017 10:30,CMN
20/11/2017 10:30,FRA
20/11/2017 10:40,LGW
20/11/2017 10:40,LYS
20/11/2017 10:45,FCO
20/11/2017 10:50,ORY
20/11/2017 11:00,BLQ
20/11/2017 11:00,DUS
20/11/2017 11:00,LIS
20/11/2017 11:15,ALG
20/11/2017 11:15,MXP
20/11/2017 11:15,TUN
20/11/2017 11:25,BRU
20/11/2017 11:30,MIR
20/11/2017 12:05,TUN
20/11/2017 12:15,NAP
20/11/2017 12:35,TUN
20/11/2017 13:05,TUN
20/11/2017 13:15,BCN
20/11/2017 13:15,TUN
20/11/2017 13:25,TOE
20/11/2017 13:25,TUN
20/11/2017 13:35,TUN
20/11/2017 13:40,TUN
20/11/2017 14:00,DJE
20/11/2017 14:00,TUN
20/11/2017 14:00,TUN
20/11/2017 14:05,NCE
20/11/2017 14:15,TUN
20/11/2017 14:35,ORY
20/11/2017 14:45,TUN
20/11/2017 15:00,DJE
20/11/2017 15:00,TUN
20/11/2017 15:10,TUN
20/11/2017 15:15,ORN
20/11/2017 15:25,TUN
20/11/2017 15:45,ALG
20/11/2017 15:45,DUS
20/11/2017 16:00,MRS
20/11/2017 16:05,MUC
20/11/2017 16:10,TUN
20/11/2017 16:15,DJE
20/11/2017 16:20,TUN
20/11/2017 16:25,TLS
20/11/2017 16:55,AMS
20/11/2017 16:55,CDG
20/11/2017 17:00,BOD
20/11/2017 17:25,MAD
20/11/2017 17:45,FRA
20/11/2017 17:55,CAI
20/11/2017 18:05,LYS
20/11/2017 18:15,TUN
20/11/2017 18:30,ORY
20/11/2017 18:30,TUN
20/11/2017 18:35,SXB
20/11/2017 19:10,TUN
20/11/2017 20:00,DJE
20/11/2017 20:30,SFA
20/11/2017 21:30,MIR
20/11/2017 22:00,TUN
20/11/2017 22:00,TUN
20/11/2017 22:20,DKR
20/11/2017 22:40,ABJ
20/11/2017 23:00,TUN
21/11/2017 00:35,CKY
21/11/2017 00:55,MED
21/11/2017 01:30,NIM
21/11/2017 06:15,TUN
21/11/2017 06:30,DJE
21/11/2017 06:50,MIR
21/11/2017 07:00,TUN
21/11/2017 07:00,TUN
21/11/2017 07:05,TUN
21/11/2017 07:15,TUN
21/11/2017 07:20,TUN
21/11/2017 07:25,TUN
21/11/2017 07:30,TUN
21/11/2017 08:00,DJE
21/11/2017 08:00,ORY
21/11/2017 08:00,TUN
21/11/2017 08:20,TUN
21/11/2017 08:35,TUN
21/11/2017 08:35,TUN
21/11/2017 09:50,MRS
21/11/2017 10:00,TUN
21/11/2017 10:15,GVA
21/11/2017 10:15,ORY
21/11/2017 10:20,VIE
21/11/2017 10:30,BRU
21/11/2017 10:30,CMN
21/11/2017 10:40,LYS
21/11/2017 10:45,FCO
21/11/2017 10:50,ORY
21/11/2017 11:00,CAI
21/11/2017 11:15,MXP
21/11/2017 11:15,TUN
21/11/2017 11:25,BEG
21/11/2017 12:00,ZRH
21/11/2017 12:05,PRG
21/11/2017 12:25,TUN
21/11/2017 12:45,TUN
21/11/2017 12:45,TUN
21/11/2017 13:45,TUN
21/11/2017 14:20,TUN
21/11/2017 14:25,CZL
21/11/2017 14:35,ORY
21/11/2017 15:05,TUN
21/11/2017 15:10,TUN
21/11/2017 15:15,ALG
21/11/2017 15:30,DJE
21/11/2017 16:00,TUN
21/11/2017 16:50,LHR
21/11/2017 17:15,TUN
21/11/2017 18:30,ORY
21/11/2017 18:30,TUN
21/11/2017 19:00,DJE
21/11/2017 19:10,TUN
21/11/2017 19:35,IST
21/11/2017 19:55,BKO
21/11/2017 20:15,OUA
21/11/2017 21:00,DJE
21/11/2017 21:00,DJE
21/11/2017 22:00,TUN
21/11/2017 22:20,DKR
21/11/2017 22:40,ABJ
22/11/2017 00:55,MED
22/11/2017 05:30,TUN
22/11/2017 05:50,DJE
22/11/2017 06:30,DJE
22/11/2017 07:00,TUN
22/11/2017 07:05,TUN
22/11/2017 07:05,TUN
22/11/2017 07:10,TUN
22/11/2017 07:15,TUN
22/11/2017 07:25,TUN
22/11/2017 07:30,TUN
22/11/2017 07:50,TUN
22/11/2017 08:00,ORY
22/11/2017 08:00,TUN
22/11/2017 08:05,TUN
22/11/2017 08:20,TUN
22/11/2017 08:35,TUN
22/11/2017 09:10,MUC
22/11/2017 09:35,BEY
22/11/2017 09:50,BCN
22/11/2017 09:50,MRS
22/11/2017 10:10,MAD
22/11/2017 10:10,NCE
22/11/2017 10:15,ORY
22/11/2017 10:30,CMN
22/11/2017 10:30,FRA
22/11/2017 10:30,VCE
22/11/2017 10:40,LYS
22/11/2017 10:45,FCO
22/11/2017 11:05,LGW
22/11/2017 11:15,MIR
22/11/2017 11:15,MXP
22/11/2017 11:15,TUN
22/11/2017 11:30,ORY
22/11/2017 12:25,TUN
22/11/2017 12:35,TUN
22/11/2017 12:45,TUN
22/11/2017 12:55,DJE
22/11/2017 13:00,TUN
22/11/2017 13:35,TUN
22/11/2017 14:00,DJE
22/11/2017 14:35,ORY
22/11/2017 14:45,ORY
22/11/2017 15:10,TUN
22/11/2017 15:15,ALG
22/11/2017 15:15,ORN
22/11/2017 16:00,MRS
22/11/2017 16:00,TUN
22/11/2017 16:05,MUC
22/11/2017 16:10,TUN
22/11/2017 16:20,DUS
22/11/2017 16:20,TUN
22/11/2017 17:10,HAM
22/11/2017 18:05,SXF
22/11/2017 18:30,ORY
22/11/2017 18:30,TUN
22/11/2017 19:00,TUN
22/11/2017 19:10,TUN
22/11/2017 19:35,IST
22/11/2017 20:45,DJE
22/11/2017 22:00,TUN
22/11/2017 22:00,TUN
22/11/2017 22:00,TUN
22/11/2017 22:00,TUN
22/11/2017 22:20,DKR
22/11/2017 22:40,ABJ
23/11/2017 00:50,BKO
23/11/2017 00:55,MED
23/11/2017 01:30,NIM
23/11/2017 06:00,DJE
23/11/2017 06:00,MIR
23/11/2017 06:15,TUN
23/11/2017 06:20,DJE
23/11/2017 06:20,TUN
23/11/2017 06:30,DJE
23/11/2017 07:00,TUN
23/11/2017 07:05,TUN
23/11/2017 07:05,TUN
23/11/2017 07:25,TUN
23/11/2017 07:30,TUN
23/11/2017 07:30,TUN
23/11/2017 08:00,DJE
23/11/2017 08:00,ORY
23/11/2017 08:00,TUN
23/11/2017 08:00,TUN
23/11/2017 08:20,TUN
23/11/2017 08:25,TUN
23/11/2017 08:30,TUN
23/11/2017 08:35,TUN
23/11/2017 08:50,MRS
23/11/2017 08:55,LYS
23/11/2017 09:50,MRS
23/11/2017 09:55,IST
23/11/2017 10:10,BRU
23/11/2017 10:10,TLS
23/11/2017 10:15,ORY
23/11/2017 10:30,CMN
23/11/2017 10:30,FRA
23/11/2017 10:40,LYS
23/11/2017 10:45,ALG
23/11/2017 10:45,FCO
23/11/2017 10:50,ORY
23/11/2017 11:00,BLQ
23/11/2017 11:00,CAI
23/11/2017 11:15,MXP
23/11/2017 11:15,TUN
23/11/2017 11:25,BRU
23/11/2017 11:50,DJE
23/11/2017 11:50,MIR
23/11/2017 12:25,TUN
23/11/2017 12:35,TUN
23/11/2017 12:40,TUN
23/11/2017 12:45,TUN
23/11/2017 13:00,TUN
23/11/2017 13:35,TUN
23/11/2017 13:40,TUN
23/11/2017 13:45,TUN
23/11/2017 13:55,TUN
23/11/2017 14:00,DJE
23/11/2017 14:05,DJE
23/11/2017 14:25,CZL
23/11/2017 14:25,NCE
23/11/2017 14:35,ORY
23/11/2017 14:35,TUN
23/11/2017 15:00,LYS
23/11/2017 15:05,TUN
23/11/2017 15:10,TUN
23/11/2017 15:15,ALG
23/11/2017 15:15,ORN
23/11/2017 15:25,GVA
23/11/2017 15:30,DJE
23/11/2017 16:00,MRS
23/11/2017 16:00,TUN
23/11/2017 16:45,VIE
23/11/2017 17:15,TUN
23/11/2017 17:20,TUN
23/11/2017 17:45,NTE
23/11/2017 17:45,ORY
23/11/2017 17:50,NTE
23/11/2017 18:10,TUN
23/11/2017 18:30,ORY
23/11/2017 18:30,TUN
23/11/2017 18:30,TUN
23/11/2017 18:50,DJE
23/11/2017 18:50,DJE
23/11/2017 19:00,DJE
23/11/2017 19:10,TUN
23/11/2017 19:35,IST
23/11/2017 20:10,CKY
23/11/2017 21:00,MIR
23/11/2017 21:00,TUN
23/11/2017 22:00,TUN
23/11/2017 22:20,DKR
24/11/2017 00:15,NKC
24/11/2017 00:25,JED
24/11/2017 00:55,MED
24/11/2017 06:15,TUN
24/11/2017 06:25,DJE
24/11/2017 06:30,MIR
24/11/2017 06:30,MIR
24/11/2017 07:00,TUN
24/11/2017 07:05,TUN
24/11/2017 07:10,TUN
24/11/2017 07:25,TUN
24/11/2017 07:30,TUN
24/11/2017 07:30,TUN
24/11/2017 07:30,TUN
24/11/2017 07:50,TOE
24/11/2017 07:50,TUN
24/11/2017 07:55,TUN
24/11/2017 08:00,DJE
24/11/2017 08:00,ORY
24/11/2017 08:00,TUN
24/11/2017 08:00,TUN
24/11/2017 08:00,TUN
24/11/2017 08:20,TUN
24/11/2017 08:20,TUN
24/11/2017 08:35,TUN
24/11/2017 09:20,TUN
24/11/2017 09:50,MRS
24/11/2017 10:00,ORY
24/11/2017 10:00,SXB
24/11/2017 10:00,TUN
24/11/2017 10:10,MAD
24/11/2017 10:10,NCE
24/11/2017 10:10,TLS
24/11/2017 10:30,CMN
24/11/2017 10:30,FRA
24/11/2017 10:30,VCE
24/11/2017 10:45,FCO
24/11/2017 10:50,ORY
24/11/2017 11:00,MUC
24/11/2017 11:15,MXP
24/11/2017 11:15,TUN
24/11/2017 11:25,BRU
24/11/2017 11:35,BEY
24/11/2017 11:55,DUS
24/11/2017 12:15,NAP
24/11/2017 12:25,TUN
24/11/2017 12:40,TUN
24/11/2017 12:45,TUN
24/11/2017 13:00,TUN
24/11/2017 13:00,TUN
24/11/2017 13:00,TUN
24/11/2017 13:35,DJE
24/11/2017 13:35,TUN
24/11/2017 13:45,TUN
24/11/2017 14:10,TUN
24/11/2017 14:35,ORY
24/11/2017 15:00,TOE
24/11/2017 15:10,TUN
24/11/2017 15:15,ALG
24/11/2017 15:25,GVA
24/11/2017 15:25,TUN
24/11/2017 15:25,TUN
24/11/2017 15:40,LYS
24/11/2017 16:00,MRS
24/11/2017 16:00,TUN
24/11/2017 16:10,TUN
24/11/2017 16:20,BCN
24/11/2017 16:20,ORY
24/11/2017 16:40,AMS
24/11/2017 16:50,LHR
24/11/2017 17:20,ORY
24/11/2017 17:40,SFA
24/11/2017 17:45,CMN
24/11/2017 18:10,TUN
24/11/2017 18:25,BOD
24/11/2017 18:30,ORY
24/11/2017 18:30,TUN
24/11/2017 18:35,SXB
24/11/2017 19:10,TUN
24/11/2017 19:35,IST
24/11/2017 20:00,TUN
24/11/2017 21:45,DJE
24/11/2017 22:00,TUN
24/11/2017 22:00,TUN
24/11/2017 22:00,TUN
24/11/2017 22:00,TUN
24/11/2017 22:00,TUN
24/11/2017 22:20,DKR
25/11/2017 00:25,JED
25/11/2017 00:55,MED
25/11/2017 04:20,DJE
25/11/2017 04:20,TUN
25/11/2017 05:40,MIR
25/11/2017 05:50,MIR
25/11/2017 06:05,MIR
25/11/2017 06:20,TUN
25/11/2017 07:00,TUN
25/11/2017 07:05,TUN
25/11/2017 07:25,TUN
25/11/2017 07:25,TUN
25/11/2017 07:30,TUN
25/11/2017 07:35,GVA
25/11/2017 07:50,TUN
25/11/2017 08:00,ORY
25/11/2017 08:00,TUN
25/11/2017 08:00,TUN
25/11/2017 08:20,TUN
25/11/2017 08:25,TUN
25/11/2017 08:30,TUN
25/11/2017 08:35,LYS
25/11/2017 08:35,TUN
25/11/2017 09:15,MUC
25/11/2017 09:30,DUS
25/11/2017 09:50,MRS
25/11/2017 09:55,IST
25/11/2017 10:10,NCE
25/11/2017 10:20,GVA
25/11/2017 10:30,CMN
25/11/2017 10:30,FRA
25/11/2017 10:40,LYS
25/11/2017 10:45,FCO
25/11/2017 10:50,ORY
25/11/2017 11:00,BLQ
25/11/2017 11:15,ALG
25/11/2017 11:15,MXP
25/11/2017 11:15,TUN
25/11/2017 11:25,BRU
25/11/2017 11:30,MIR
25/11/2017 12:12,DJE
25/11/2017 12:25,TUN
25/11/2017 12:35,TUN
25/11/2017 12:45,TUN
25/11/2017 13:00,TUN
25/11/2017 13:00,TUN
25/11/2017 13:35,DJE
25/11/2017 13:35,MIR
25/11/2017 13:35,TUN
25/11/2017 13:40,TUN
25/11/2017 14:00,TUN
25/11/2017 14:05,NCE
25/11/2017 14:10,MIR
25/11/2017 14:35,ORY
25/11/2017 14:45,ALG
25/11/2017 14:50,TUN
25/11/2017 15:10,TUN
25/11/2017 15:15,ORN
25/11/2017 15:40,LYS
25/11/2017 16:00,MRS
25/11/2017 16:00,TUN
25/11/2017 16:20,ORY
25/11/2017 16:25,TLS
25/11/2017 16:40,MIR
25/11/2017 16:50,LHR
25/11/2017 17:20,ORY
25/11/2017 17:30,HAM
25/11/2017 17:55,CAI
25/11/2017 17:55,FRA
25/11/2017 18:10,TUN
25/11/2017 18:30,ORY
25/11/2017 18:30,TUN
25/11/2017 19:10,TUN
25/11/2017 19:20,MRS
25/11/2017 19:35,IST
25/11/2017 19:35,NIM
25/11/2017 20:15,YUL
25/11/2017 21:25,MIR
25/11/2017 21:55,MIR
25/11/2017 22:00,TUN
25/11/2017 22:00,TUN
25/11/2017 22:30,ABJ
26/11/2017 00:25,JED
26/11/2017 00:55,MED
26/11/2017 01:00,BKO
26/11/2017 05:15,TUN
26/11/2017 06:00,DJE
26/11/2017 06:05,DJE
26/11/2017 06:45,DJE
26/11/2017 07:00,TUN
26/11/2017 07:00,TUN
26/11/2017 07:05,TUN
26/11/2017 07:15,TUN
26/11/2017 07:25,TUN
26/11/2017 07:30,TUN
26/11/2017 07:30,TUN
26/11/2017 07:35,TUN
26/11/2017 07:50,TUN
26/11/2017 08:00,ORY
26/11/2017 08:00,TUN
26/11/2017 08:00,TUN
26/11/2017 08:00,TUN
26/11/2017 08:10,TUN
26/11/2017 08:15,DJE
26/11/2017 08:20,TUN
26/11/2017 08:25,TUN
26/11/2017 08:35,TUN
26/11/2017 08:50,MRS
26/11/2017 09:50,MRS
26/11/2017 10:00,MIR
26/11/2017 10:00,TUN
26/11/2017 10:10,NCE
26/11/2017 10:30,CMN
26/11/2017 10:30,FRA
26/11/2017 10:30,NTE
26/11/2017 10:30,VCE
26/11/2017 10:35,TUN
26/11/2017 10:40,LYS
26/11/2017 10:40,VIE
26/11/2017 10:45,FCO
26/11/2017 10:50,ORY
26/11/2017 11:00,NCE
26/11/2017 11:15,ALG
26/11/2017 11:15,MXP
26/11/2017 11:25,BRU
26/11/2017 11:35,BEY
26/11/2017 11:50,DJE
26/11/2017 12:25,TUN
26/11/2017 12:25,TUN
26/11/2017 12:30,TUN
26/11/2017 12:40,TUN
26/11/2017 12:45,TUN
26/11/2017 12:50,TUN
26/11/2017 13:00,TUN
26/11/2017 13:30,TUN
26/11/2017 13:35,TUN
26/11/2017 13:40,TUN
26/11/2017 13:45,DJE
26/11/2017 13:45,TUN
26/11/2017 14:05,CZL
26/11/2017 14:10,TUN
